lsoa_code,lsoa_name,area_km2,infra_metres,infra_density_m_per_km2,imd_score,imd_rank,imd_decile,imd_quintile,total_workers,active_travel_count,active_travel_pct,cycling_pct,walking_pct,log_infra_density,borough
E01005698,Salford 012E,0.2627132086282833,757.0089681499098,2881.5032639680207,55.083,1450,1,1,626,69,11.02,1.76,9.27,7.966414384481869,Salford
E01005699,Salford 015C,0.14145574328264152,76.61107993568534,541.5904519522363,14.676,19255,6,3,929,54,5.81,0.65,5.17,6.296354803225619,Salford
E01005721,Salford 023D,0.42095145339709594,630.243616446098,1497.1883607005168,44.252,3213,1,1,729,114,15.64,3.43,12.21,7.312011897627989,Salford
E01005722,Salford 021E,0.3337130207074929,22.945052274067567,68.75683851179252,51.116,2012,1,1,938,165,17.59,3.09,14.5,4.245015459075378,Salford
E01005723,Salford 021F,0.6578549195405484,880.2323313228958,1338.0341245113098,50.409,2117,1,1,731,140,19.15,5.06,14.09,7.19970383043836,Salford
E01005724,Salford 021G,0.3144862820440702,0.0,0.0,24.197,11256,4,2,711,91,12.8,0.56,12.24,0.0,Salford
E01005725,Salford 019A,0.2187647385787717,369.0679115240695,1687.0539279856446,54.381,1537,1,1,530,62,11.7,3.58,8.11,7.431331622504374,Salford
E01005726,Salford 019B,0.48402339531829347,863.5337853301183,1784.0744759088743,30.592,7746,3,2,720,64,8.89,2.08,6.81,7.4872154165416,Salford
E01005727,Salford 019C,0.15552490023767757,49.73605516713571,319.794805147778,27.106,9531,3,2,780,74,9.49,2.82,6.67,5.770801682431625,Salford
E01005728,Salford 019D,0.2538079754148858,508.2222054241203,2002.388634925115,21.701,12998,4,2,980,73,7.45,2.35,5.1,7.6025953432680495,Salford
E01005729,Salford 025A,0.24370291449382483,1151.558945415527,4725.25717555465,71.481,214,1,1,590,100,16.95,4.92,12.03,8.460888873438245,Salford
E01005730,Salford 025B,0.44769167335600485,690.8292281019304,1543.091527531231,23.521,11673,4,2,865,84,9.71,3.93,5.78,7.3421910083169015,Salford
E01005731,Salford 025C,0.32603227797124684,904.4388139824197,2774.0775226622904,44.22,3223,1,1,626,67,10.7,3.51,7.19,7.928433961884848,Salford
E01005732,Salford 025D,1.889524017316916,124.5318080246227,65.90644357167538,43.363,3385,2,1,516,54,10.47,4.65,5.81,4.2032952789635445,Salford
E01005733,Salford 019E,0.36093696739021636,774.0825411913153,2144.647434670882,52.334,1826,1,1,504,58,11.51,3.77,7.74,7.671196620164695,Salford
E01005734,Salford 013C,0.38380831983214697,214.28756148483714,558.3192192877755,18.793,15416,5,3,648,34,5.25,1.08,4.17,6.326720364347774,Salford
E01005735,Salford 013D,0.2389388218204516,814.3194631724907,3408.066788679504,9.389,25272,8,4,684,25,3.65,0.29,3.36,8.134193863814422,Salford
E01005736,Salford 013E,0.25505044537981825,651.6839604753832,2555.1179081648056,8.517,26398,9,5,643,43,6.69,1.09,5.6,7.8462449443884035,Salford
E01005770,Stockport 025B,0.21021375906382128,182.96222945451322,870.3627691609166,10.339,24094,8,4,640,36,5.62,0.94,4.69,6.770058387456057,Stockport
E01005771,Stockport 025C,0.49124350467452155,85.989336097909,175.0442199839001,12.816,21247,7,4,745,47,6.31,2.15,4.16,5.170735213388703,Stockport
E01005772,Stockport 028B,0.4608340591275493,177.43961792701407,385.0401558056334,13.571,20408,7,4,678,31,4.57,1.47,3.1,5.955941394638567,Stockport
E01005773,Stockport 028C,0.5224839686198341,978.9639706522152,1873.6727429899797,18.046,16090,5,3,747,50,6.69,1.87,4.82,7.536189386099133,Stockport
E01005774,Stockport 028D,0.701072385614944,405.567949977612,578.4965408698405,43.56,3347,2,1,645,70,10.85,2.48,8.37,6.362159693598644,Stockport
E01005775,Stockport 025D,0.5124429059089255,0.0,0.0,8.954,25845,8,4,804,46,5.72,0.75,4.98,0.0,Stockport
E01005776,Stockport 028E,0.40392708322638876,858.7412893333733,2125.9809628860044,10.237,24221,8,4,781,25,3.2,0.77,2.43,7.662458864942038,Stockport
E01005777,Stockport 034A,0.5708006701715984,619.841076568019,1085.9151170612286,20.219,14157,5,3,697,60,8.61,1.29,7.32,6.991098794891988,Stockport
E01005778,Stockport 022B,0.28186722875224796,370.9778511109963,1316.1439616560522,13.576,20398,7,4,766,59,7.7,1.17,6.53,7.183221006062476,Stockport
E01005779,Stockport 022C,0.2752272751179885,357.56094511631454,1299.1479313343127,19.485,14836,5,3,743,58,7.81,2.29,5.52,7.1702333303097445,Stockport
E01005780,Stockport 022D,0.27793063817159347,30.19368888961725,108.63749706851594,15.89,18051,6,3,779,65,8.34,2.44,5.91,4.697179442539531,Stockport
E01005781,Stockport 022E,0.5024689289182573,742.8514995755406,1478.4028560229426,47.243,2613,1,1,742,101,13.61,2.43,11.19,7.299393809679782,Stockport
E01005782,Stockport 030A,0.3988848001781479,632.4091195117059,1585.443013193941,11.228,23073,8,4,591,40,6.77,1.69,5.08,7.369249690550788,Stockport
E01005783,Stockport 030B,0.26150245995362237,573.2089586313273,2191.9830457158464,14.17,19772,7,4,609,40,6.57,1.48,5.09,7.693018017296278,Stockport
E01005784,Stockport 030C,1.0297208737793242,3459.366822598441,3359.5189829470287,8.811,26042,8,4,643,29,4.51,2.18,2.33,8.119850700240079,Stockport
E01005785,Stockport 030D,0.31667955738708065,145.13664144606497,458.30757957218873,9.224,25497,8,4,787,49,6.23,1.27,4.96,6.129720093638842,Stockport
E01005786,Stockport 030E,0.4766346472199854,160.1141984577742,335.9264782609798,6.881,28469,9,5,1044,65,6.23,2.78,3.45,5.819864741153143,Stockport
E01005787,Stockport 034B,0.5856232500692742,0.0,0.0,4.082,31427,10,5,637,22,3.45,1.57,1.88,0.0,Stockport
E01005788,Stockport 034C,0.4073292258758438,8.204702297766117,20.142680113670398,6.592,28799,9,5,748,41,5.48,1.2,4.28,3.0512937516716723,Stockport
E01005789,Stockport 039A,0.40529380653994307,201.0446913877484,496.0467891283574,5.095,30424,10,5,819,57,6.96,1.22,5.74,6.208684164780851,Stockport
E01005790,Stockport 034D,0.22569596380560186,722.0243511904001,3199.10174296382,20.574,13871,5,3,544,41,7.54,2.02,5.51,8.070937882958571,Stockport
E01005791,Stockport 039B,0.4039294098980066,234.17392982792265,579.7397369185182,12.519,21589,7,4,781,61,7.81,1.41,6.4,6.364302699378167,Stockport
E01005792,Stockport 041A,0.3390933843373406,0.0,0.0,2.451,32508,10,5,712,24,3.37,0.7,2.67,0.0,Stockport
E01005793,Stockport 039C,1.0021969749008406,1756.6609413734789,1752.8100616620666,9.243,25474,8,4,712,36,5.06,0.56,4.49,7.469545878392355,Stockport
E01005794,Stockport 041B,0.30358261407396614,0.0,0.0,2.841,32315,10,5,590,26,4.41,0.68,3.73,0.0,Stockport
E01005795,Stockport 039D,0.3984472172585622,10.339552293163441,25.949616022675976,5.077,30443,10,5,655,27,4.12,1.22,2.9,3.2939690494863805,Stockport
E01005796,Stockport 039E,0.3327241769603156,0.0,0.0,4.107,31401,10,5,615,38,6.18,1.46,4.72,0.0,Stockport
E01005797,Stockport 023C,0.17793330699103838,0.0,0.0,29.538,8240,3,2,786,86,10.94,2.42,8.52,0.0,Stockport
E01005798,Stockport 027A,0.4388399651279395,14.253283967591685,32.479457433728214,26.854,9674,3,2,772,63,8.16,2.07,6.09,3.5109320398068133,Stockport
E01005799,Stockport 026D,0.24177799633124492,0.0,0.0,50.84,2053,1,1,782,90,11.51,3.32,8.18,0.0,Stockport
E01005800,Stockport 023D,0.328249115859968,0.0,0.0,11.999,22173,7,4,828,44,5.31,1.57,3.74,0.0,Stockport
E01005801,Stockport 027B,0.8005977723802916,733.9972852515446,916.8115507856907,16.294,17661,6,3,1199,187,15.6,1.25,14.35,6.821992087178653,Stockport
E01005802,Stockport 027C,0.3513933817186546,91.66972830354372,260.874942650285,7.432,27762,9,5,815,69,8.47,2.09,6.38,5.567867071679853,Stockport
E01005803,Stockport 027D,0.4270153426173229,0.0,0.0,6.016,29449,9,5,723,42,5.81,1.24,4.56,0.0,Stockport
E01005804,Stockport 023E,0.20634137913530845,11.78985126496423,57.137600390046,24.288,11192,4,2,541,65,12.01,2.4,9.61,4.062812621317953,Stockport
E01005805,Stockport 035A,0.2954931287683344,61.53146133096054,208.23313756036944,4.945,30554,10,5,778,41,5.27,1.67,3.6,5.343449120986798,Stockport
E01005806,Stockport 033A,0.6992171480164302,1481.822381409539,2119.2592109807915,5.995,29479,9,5,574,39,6.79,1.39,5.4,7.659293629522335,Stockport
E01005807,Stockport 035B,0.7316808682851905,2256.9581575197026,3084.6209807415626,3.933,31567,10,5,703,49,6.97,1.42,5.55,8.034508206437133,Stockport
E01005808,Stockport 037A,0.29940772557418965,196.90946291831222,657.6632668401885,4.598,30904,10,5,628,29,4.62,0.48,4.14,6.490212427946506,Stockport
E01005809,Stockport 037B,1.3325830120842275,659.8331642551589,495.1535163450315,6.627,28746,9,5,570,28,4.91,0.7,4.21,6.206885387597116,Stockport
E01005810,Stockport 037C,0.5930617006555337,0.0,0.0,8.368,26599,9,5,638,29,4.55,1.1,3.45,0.0,Stockport
E01005811,Stockport 037D,0.35385125997931116,0.0,0.0,5.732,29765,10,5,687,22,3.2,0.73,2.47,0.0,Stockport
E01005812,Stockport 037E,0.6762573908298926,1476.9261430967033,2183.9704277157584,2.84,32318,10,5,550,14,2.55,0.73,1.82,7.689357573211905,Stockport
E01005813,Stockport 033B,0.4872495368375604,464.73985299145113,953.8025546577101,7.209,28059,9,5,646,29,4.49,1.08,3.41,6.861504570055681,Stockport
E01005814,Stockport 033C,0.4416695097566742,171.2403738984006,387.7115583385886,5.801,29672,10,5,588,39,6.63,1.19,5.44,5.962837573301304,Stockport
E01005815,Stockport 033D,0.35073758169735514,401.55914067011463,1144.899097287534,4.624,30885,10,5,735,54,7.35,1.36,5.99,7.043944845656138,Stockport
E01005816,Stockport 016B,0.10874756314095776,0.0,0.0,25.305,10580,4,2,865,88,10.17,2.43,7.75,0.0,Stockport
E01005823,Stockport 018F,0.20597754458157902,168.84021477870914,819.7020462676631,27.966,9052,3,2,822,84,10.22,1.95,8.27,6.710160127952483,Stockport
E01005824,Stockport 024A,0.27044269437309193,0.0,0.0,18.766,15441,5,3,761,80,10.51,2.63,7.88,0.0,Stockport
E01005825,Stockport 019A,0.2747299946485154,0.0,0.0,17.944,16162,5,3,830,96,11.57,1.57,10.0,0.0,Stockport
E01005826,Stockport 024B,0.1535866900588274,75.06149950797243,488.72398694979404,48.36,2434,1,1,603,84,13.93,2.82,11.11,6.19384194045697,Stockport
E01005827,Stockport 024C,0.35322704874035055,0.0,0.0,13.548,20431,7,4,847,52,6.14,1.3,4.84,0.0,Stockport
E01005828,Stockport 024D,0.2579406709579728,0.0,0.0,66.625,426,1,1,429,65,15.15,2.33,12.82,0.0,Stockport
E01005829,Stockport 024E,0.4045088537482028,419.3628815208945,1036.7211437649719,40.21,4209,2,1,520,76,14.62,1.35,13.27,6.944782380008329,Stockport
E01005830,Stockport 027E,0.2869752761735201,7.262538978957865,25.30719397083726,14.696,19234,6,3,800,103,12.88,2.25,10.62,3.2698424367926617,Stockport
E01005831,Stockport 027F,0.23908028413251303,14.10564617572153,58.99962109758624,19.321,14989,5,3,903,144,15.95,1.33,14.62,4.094338247161931,Stockport
E01005832,Stockport 021A,0.6090973274856556,15.876849443677969,26.066194559114813,18.409,15775,5,3,694,56,8.07,2.74,5.33,3.298285515950166,Stockport
E01005833,Stockport 021B,0.43454460640978865,886.4678189985598,2039.992686418466,27.443,9330,3,2,448,25,5.58,0.89,4.69,7.621191579470973,Stockport
E01005834,Stockport 031A,0.3772721686471758,0.0,0.0,25.998,10197,4,2,724,77,10.64,0.83,9.81,0.0,Stockport
E01005835,Stockport 021C,1.7009019474721636,41.2284780828206,24.239185653290182,8.143,26897,9,5,706,20,2.83,0.99,1.84,3.2283977730197955,Stockport
E01005836,Stockport 031B,0.6915013624127127,632.3370515973054,914.4407892285599,14.858,19058,6,3,856,59,6.89,2.22,4.67,6.819405686139386,Stockport
E01005837,Stockport 021D,0.39627532375113805,0.0,0.0,10.72,23634,8,4,806,20,2.48,0.62,1.86,0.0,Stockport
E01005838,Stockport 031C,0.28685563914409035,477.4724611641218,1664.5043569259685,22.954,12085,4,2,930,157,16.88,1.61,15.27,7.417883273617084,Stockport
E01005839,Stockport 035C,0.41992958846082445,0.0,0.0,4.77,30737,10,5,569,34,5.98,1.58,4.39,0.0,Stockport
E01005840,Stockport 031D,0.542141610932678,616.7654000364781,1137.6463042108508,24.554,11037,4,2,797,116,14.55,1.88,12.67,7.037595383361645,Stockport
E01005841,Stockport 035D,0.38222051340644275,936.8335730019458,2451.0290268113968,12.229,21912,7,4,690,37,5.36,1.01,4.35,7.804671135000469,Stockport
E01005842,Stockport 038A,3.4965504882526566,3740.5818326229655,1069.792026510179,8.429,26524,9,5,716,39,5.45,1.4,4.05,6.9761538653261495,Stockport
E01005843,Stockport 021E,0.3577173162420285,0.0,0.0,8.363,26606,9,5,704,24,3.41,0.57,2.84,0.0,Stockport
E01005844,Stockport 036A,0.8178423709710212,1484.7172429793018,1815.4075842469529,13.785,20173,7,4,627,28,4.47,1.28,3.19,7.504615974642822,Stockport
E01005845,Stockport 036B,0.3535299132652423,0.0,0.0,15.616,18335,6,3,734,26,3.54,0.95,2.59,0.0,Stockport
E01005846,Stockport 040A,0.5001887135400229,293.55258374912614,586.883661711486,14.117,19829,7,4,791,47,5.94,0.76,5.18,6.37652907409073,Stockport
E01005847,Stockport 040B,0.21159889873977086,0.0,0.0,12.327,21800,7,4,741,50,6.75,2.29,4.45,0.0,Stockport
E01005848,Stockport 040C,1.1428801804361035,1785.3350888599866,1562.1367133855915,8.433,26515,9,5,962,39,4.05,1.35,2.7,7.354449795173157,Stockport
E01005849,Stockport 036C,0.5778745889292399,0.0,0.0,7.848,27251,9,5,743,44,5.92,0.94,4.98,0.0,Stockport
E01005850,Stockport 040D,0.6927884507220149,372.2734953878397,537.3552272701157,23.356,11805,4,2,751,54,7.19,2.0,5.19,6.28851861601326,Stockport
E01005851,Stockport 036D,0.5407551927231079,5.056799420362266,9.351365439317354,12.3,21831,7,4,719,23,3.2,0.7,2.5,2.337118437513934,Stockport
E01005852,Stockport 013A,0.652025843624847,2931.5330506783503,4496.038123858558,9.724,24855,8,4,818,54,6.6,1.96,4.65,8.411174264355088,Stockport
E01005853,Stockport 011A,0.5029945337614639,1443.6288455043434,2870.068656032271,26.765,9720,3,2,775,72,9.29,1.42,7.87,7.9624395934653265,Stockport
E01005854,Stockport 013B,0.2510083648848398,389.77423624910085,1552.8336532845249,7.607,27553,9,5,916,49,5.35,1.42,3.93,7.348480480979499,Stockport
E01005895,Stockport 003C,0.3651623018725174,68.3001920391768,187.04064381492816,24.264,11207,4,2,546,35,6.41,1.47,4.95,5.236658129969086,Stockport
E01005896,Stockport 002D,0.24403712343970843,0.0,0.0,25.194,10649,4,2,898,82,9.13,2.23,6.9,0.0,Stockport
E01005897,Stockport 010A,0.7558059423455191,0.0,0.0,26.67,9779,3,2,694,42,6.05,1.44,4.61,0.0,Stockport
E01005898,Stockport 010B,4.255089924775133,0.0,0.0,19.537,14780,5,3,754,25,3.32,0.93,2.39,0.0,Stockport
E01005899,Stockport 012B,0.7338843944136115,1248.2935159161218,1700.9402644588642,18.461,15729,5,3,656,40,6.1,0.61,5.49,7.439524211254684,Stockport
E01005900,Stockport 010C,0.6824382908445845,105.08011840524524,153.9774655305438,23.883,11444,4,2,711,58,8.16,1.27,6.89,5.043279722676105,Stockport
E01005901,Stockport 012C,1.724253819557164,349.32455524870363,202.59462457703577,14.919,18998,6,3,575,21,3.65,0.87,2.78,5.316130882446868,Stockport
E01005902,Stockport 012D,0.5971340858595775,59.639569733609264,99.87634460316866,41.501,3857,2,1,657,56,8.52,1.22,7.31,4.613895455900718,Stockport
E01005903,Stockport 010D,1.1658858372159344,358.61623740643444,307.5912117285759,5.426,30094,10,5,649,44,6.78,1.85,4.93,5.732017461651154,Stockport
E01005904,Stockport 010E,0.34260259592737174,0.8869313133545751,2.5888050000140557,7.275,27967,9,5,679,44,6.48,1.62,4.86,1.2778192780101143,Stockport
E01005905,Stockport 012E,0.21737181471085187,130.26877360227763,599.2900863231107,48.658,2382,1,1,578,63,10.9,2.08,8.82,6.397413015583885,Stockport
E01005906,Stockport 038B,0.6989982133489883,0.0,0.0,7.773,27332,9,5,542,26,4.8,0.74,4.06,0.0,Stockport
E01005907,Stockport 038C,0.9862641648132725,349.13204841288217,353.9944579442189,6.672,28692,9,5,553,31,5.61,1.08,4.52,5.872102177928821,Stockport
E01005908,Stockport 017D,10.11201744094042,0.0,0.0,6.415,28969,9,5,794,19,2.39,1.01,1.39,0.0,Stockport
E01005909,Stockport 029A,1.6099968188673188,1601.918118406401,994.982163712223,7.147,28135,9,5,674,44,6.53,1.34,5.19,6.903729349504795,Stockport
E01005910,Stockport 029B,0.38766277897146173,285.4383423920784,736.3057736659606,24.508,11059,4,2,730,91,12.47,1.23,11.23,6.603002695788165,Stockport
E01005911,Stockport 029C,0.28611057490006797,253.74683046693397,886.8837880444023,11.595,22648,7,4,577,38,6.59,1.04,5.55,6.788840865108667,Stockport
E01005912,Stockport 029D,3.4710831532453055,2096.9681197798327,604.1250028306762,12.066,22096,7,4,717,21,2.93,0.7,2.23,6.405435052937696,Stockport
E01005913,Stockport 038D,1.536213326414225,220.88816502302728,143.78742927495406,10.235,24223,8,4,646,30,4.64,1.39,3.25,4.9752666617835395,Stockport
E01005914,Stockport 007A,0.3916547761788573,0.0,0.0,25.868,10271,4,2,720,53,7.36,2.22,5.14,0.0,Stockport
E01005915,Stockport 007B,0.7517211811325744,1525.447038626796,2029.272391032662,38.625,4688,2,1,758,85,11.21,1.19,10.03,7.61592524580884,Stockport
E01005916,Stockport 007C,0.3712647838415987,257.1042057854621,692.5090042883152,27.81,9142,3,2,850,76,8.94,2.35,6.59,6.541764223503784,Stockport
E01005617,Salford 030B,1.473724373123235,0.5597902546263218,0.37984732073065286,19.737,14592,5,3,715,53,7.41,2.52,4.9,0.3219728558966714,Salford
E01005618,Salford 030C,1.4128693807949098,5674.372037872735,4016.2042684230405,28.032,9015,3,2,1061,79,7.45,1.6,5.84,8.298341484055472,Salford
E01005619,Salford 030D,0.44780219677950645,2131.2504042640257,4759.356741863938,36.649,5328,2,1,578,45,7.79,2.77,5.02,8.468077890186906,Salford
E01005620,Salford 030E,0.9262442744605338,1139.9775426458987,1230.7525931103305,14.326,19614,6,3,1345,127,9.44,2.3,7.14,7.116193306646399,Salford
E01005621,Salford 030F,8.579479844587933,489.43859342881007,57.04758357087993,30.54,7773,3,2,791,106,13.4,2.65,10.75,4.061263080591524,Salford
E01005622,Salford 018A,0.1485959150636456,144.13642467126294,969.98914545886,23.914,11417,4,2,877,92,10.49,2.51,7.98,6.878315289504703,Salford
E01005623,Salford 018B,0.17683378409656483,232.6705151171311,1315.7582772196693,16.202,17751,6,3,643,64,9.95,1.87,8.09,7.1829281444418385,Salford
E01005624,Salford 017A,0.30181831224635003,919.3340003714087,3045.9848295123666,47.48,2574,1,1,769,91,11.83,2.86,8.97,8.021907800145735,Salford
E01005625,Salford 015A,0.2393344781284394,51.226649799089444,214.03790293682027,16.353,17600,6,3,709,57,8.04,1.83,6.21,5.370814305319322,Salford
E01005626,Salford 018C,0.3606547822421542,294.77271507057077,817.326511624215,16.465,17499,6,3,662,69,10.42,1.21,9.21,6.70726141542501,Salford
E01005627,Salford 015B,0.19659645069172418,0.0,0.0,15.105,18819,6,3,629,62,9.86,1.91,7.95,0.0,Salford
E01005628,Salford 018D,0.24677938073625003,94.73988164324187,383.9051761966161,28.435,8800,3,2,797,85,10.66,3.64,7.03,5.952997008358839,Salford
E01005629,Salford 021A,0.35622075418386095,354.9666079873181,996.4793005971361,23.151,11953,4,2,746,70,9.38,1.61,7.77,6.905231397267642,Salford
E01005630,Salford 021B,0.20203378619881648,0.0,0.0,21.999,12775,4,2,787,123,15.63,1.78,13.85,0.0,Salford
E01005631,Salford 020A,0.2511708343054259,100.30018095394169,399.33052430751496,62.347,717,1,1,629,102,16.22,1.59,14.63,5.992290516669975,Salford
E01005632,Salford 020B,0.6502672338939485,41.233433464853626,63.40998179769635,23.667,11596,4,2,1312,131,9.98,2.06,7.93,4.165268617958175,Salford
E01005633,Salford 020C,0.3500866097551199,0.0,0.0,38.554,4711,2,1,673,77,11.44,2.23,9.21,0.0,Salford
E01005634,Salford 020D,0.2463116399101378,56.04418829031254,227.5336574055502,8.446,26500,9,5,867,47,5.42,1.15,4.27,5.4316834966667455,Salford
E01005635,Salford 020E,0.3620445007114779,1029.7308552308068,2844.210734335734,20.948,13589,5,3,813,87,10.7,2.34,8.36,7.953392415640002,Salford
E01005636,Salford 020F,0.502261992340119,1052.3533748063683,2095.227970373162,18.358,15823,5,3,795,64,8.05,0.88,7.17,7.6478948040175165,Salford
E01005637,Salford 020G,0.36342980225339533,704.9482994369372,1939.709663505867,26.209,10045,4,2,755,72,9.54,2.52,7.02,7.570808991097556,Salford
E01005638,Salford 027D,0.18710120466170346,655.0158920618364,3500.8641085244035,51.585,1938,1,1,1069,146,13.66,2.43,11.23,8.161050708130713,Salford
E01005639,Salford 029A,0.13650765443938304,0.0,0.0,59.403,966,1,1,463,82,17.71,4.97,12.74,0.0,Salford
E01005640,Salford 029B,2.5516700426973045,1909.9967612057399,748.5281126656688,39.781,4329,2,1,574,49,8.54,1.57,6.97,6.619443825399156,Salford
E01005641,Salford 029C,0.23748695836791117,282.407279126437,1189.1485792198152,30.689,7693,3,2,586,62,10.58,3.07,7.51,7.0818334347988925,Salford
E01005642,Salford 029D,0.28861802578396506,943.7950157621327,3270.0487545728606,10.728,23627,8,4,655,49,7.48,2.14,5.34,8.092865932524479,Salford
E01005643,Salford 029E,4.708931658926027,7.812463920923329,1.6590735408347652,15.826,18110,6,3,607,40,6.59,1.98,4.61,0.9779777692062804,Salford
E01005644,Salford 029F,0.37175811152050886,1149.0342100813673,3090.811402558941,13.972,19985,7,4,844,54,6.4,1.54,4.86,8.036512412555608,Salford
E01005645,Salford 029G,0.439933438770911,0.0,0.0,8.451,26489,9,5,663,59,8.9,1.96,6.94,0.0,Salford
E01005646,Salford 010A,0.21724140521355864,4.545357010147574,20.923069456668596,20.348,14045,5,3,917,196,21.37,0.65,20.72,3.0875394822340443,Salford
E01005647,Salford 011A,0.2612396642539812,577.7388414653349,2211.5280354351103,17.838,16282,5,3,615,62,10.08,0.81,9.27,7.701891048184904,Salford
E01005648,Salford 011B,0.8202161880710599,429.69065890833576,523.8748822049697,20.416,14002,5,3,1185,101,8.52,2.53,5.99,6.263159914579411,Salford
E01005649,Salford 010B,0.4416849909640589,482.18333817146083,1091.6905668879688,16.729,17249,6,3,729,148,20.3,0.69,19.62,6.996398343692332,Salford
E01005650,Salford 010C,0.3970629883284324,321.9336119742007,810.7872590429201,40.22,4207,2,1,660,202,30.61,2.88,27.73,6.699238309582102,Salford
E01005651,Salford 010D,0.21808292181272323,0.0,0.0,34.575,6046,2,1,788,232,29.44,0.76,28.68,0.0,Salford
E01005652,Salford 011C,0.3134357200657191,0.0,0.0,41.792,3786,2,1,635,51,8.03,2.52,5.51,0.0,Salford
E01005653,Salford 011D,0.6248155137403932,1075.0433826501467,1720.5772888296435,64.724,543,1,1,616,76,12.34,3.08,9.25,7.450996177983172,Salford
E01005654,Salford 023A,0.12425868689816082,21.601129980821398,173.83999879642315,39.559,4396,2,1,1083,158,14.59,3.05,11.54,5.163871263111238,Salford
E01005656,Salford 023B,0.14498047025601712,0.0,0.0,47.185,2621,1,1,780,119,15.26,3.46,11.79,0.0,Salford
E01005700,Salford 012F,0.2851839049624365,108.79526125402911,381.49158967564904,26.374,9951,4,2,737,44,5.97,0.95,5.02,5.946706665248775,Salford
E01005701,Salford 015D,0.4219076099496838,1920.8178878476124,4552.697895344165,11.742,22474,7,4,863,46,5.33,1.27,4.06,8.423694906114937,Salford
E01005702,Salford 003A,0.7547035544175942,1490.7348570942358,1975.258826287943,33.859,6320,2,1,1290,77,5.97,0.78,5.19,7.588960854693566,Salford
E01005703,Salford 002A,0.24952508916619281,0.0,0.0,61.202,819,1,1,603,74,12.27,2.16,10.12,0.0,Salford
E01005704,Salford 002B,0.20593757348981256,711.2668625930137,3453.798403758501,36.323,5425,2,1,609,62,10.18,1.48,8.7,8.147519385370162,Salford
E01005706,Salford 002C,0.2515522119653995,0.0,0.0,52.943,1732,1,1,605,79,13.06,2.64,10.41,0.0,Salford
E01005707,Salford 003C,0.656650492527305,692.4975985641073,1054.590846187954,50.403,2119,1,1,726,85,11.71,2.34,9.37,6.961855932924228,Salford
E01005708,Salford 002D,0.44436636881033287,0.0,0.0,43.591,3341,2,1,628,74,11.78,0.96,10.83,0.0,Salford
E01005709,Salford 004C,0.25197777034905816,0.0,0.0,59.089,999,1,1,521,47,9.02,1.34,7.68,0.0,Salford
E01005710,Salford 004D,0.625306601738901,384.46624676749934,614.8443750607236,28.833,8582,3,2,1069,56,5.24,0.84,4.4,6.422994293726757,Salford
E01005711,Salford 007A,0.7559026589421894,13.03979407574673,17.25062601842759,20.016,14334,5,3,700,49,7.0,1.0,6.0,2.9041993818197813,Salford
E01005712,Salford 007B,0.28651208102130027,680.8298149339702,2376.269134994538,30.773,7661,3,2,954,59,6.18,0.63,5.56,7.773707685601393,Salford
E01005713,Salford 007C,0.3881918444082913,1915.0826185628441,4933.340682316355,9.017,25771,8,4,793,25,3.15,0.38,2.77,8.503974342601097,Salford
E01005714,Salford 007D,0.7482582781006033,2678.2298852841805,3579.28533992656,41.286,3906,2,1,788,47,5.96,1.4,4.57,8.18319778010866,Salford
E01005737,Salford 013F,8.833092224016577,9810.633991961418,1110.6681265352322,9.448,25203,8,4,739,21,2.84,0.54,2.3,7.013616982905848,Salford
E01005738,Salford 014C,3.2749285846208496,3408.1416689996395,1040.6766379591793,9.589,25020,8,4,975,36,3.69,0.72,2.97,6.948586845897389,Salford
E01005739,Salford 013G,0.6822203875516393,767.2997868716449,1124.7095526202897,4.71,30793,10,5,1087,36,3.31,0.18,3.13,7.026168829262649,Salford
E01005740,Salford 014D,0.6383163620998573,1852.161994127232,2901.6364049234294,6.02,29446,9,5,751,29,3.86,1.2,2.66,7.973374708134772,Salford
E01005741,Salford 014E,0.7433654440581181,509.4478701895963,685.3262742594831,5.569,29947,10,5,801,31,3.87,1.37,2.5,6.531353133109336,Salford
E01005742,Salford 014F,0.3155337827132879,327.7403132141644,1038.6853363082457,8.575,26329,9,5,815,54,6.63,1.23,5.4,6.94667338511246,Salford
E01005743,Stockport 009A,0.43414625199775925,433.1740446871732,997.7606456208885,19.603,14712,5,3,620,34,5.48,0.81,4.68,6.906515155968248,Stockport
E01005744,Stockport 009B,2.6053304692454766,343.44137067556113,131.82257480565386,37.537,5036,2,1,641,38,5.93,1.09,4.84,4.8890142136019294,Stockport
E01005745,Stockport 005A,0.9886051646796548,20.075694294321814,20.307090243481678,20.805,13694,5,3,717,38,5.3,1.39,3.91,3.059039892605525,Stockport
E01005746,Stockport 005B,0.2342532057914418,0.0,0.0,56.994,1224,1,1,507,45,8.88,0.99,7.89,0.0,Stockport
E01005747,Stockport 005C,0.24591906736526037,57.171530621733595,232.48108100872662,10.006,24524,8,4,714,34,4.76,0.98,3.78,5.453101050309138,Stockport
E01005748,Stockport 005D,0.4919549716239617,0.0,0.0,6.044,29413,9,5,733,28,3.82,0.68,3.14,0.0,Stockport
E01005749,Stockport 009C,0.28676554988770575,0.0,0.0,13.933,20013,7,4,851,52,6.11,1.18,4.94,0.0,Stockport
E01005750,Stockport 009D,0.6906565378108775,1387.7399429194925,2009.3054462614778,21.043,13526,5,3,903,51,5.65,1.0,4.65,7.606041952822035,Stockport
