lsoa_code,lsoa_name,area_km2,infra_metres,infra_density_m_per_km2,imd_score,imd_rank,imd_decile,imd_quintile,total_workers,active_travel_count,active_travel_pct,cycling_pct,walking_pct,log_infra_density,borough
E01005336,Oldham 015D,0.2839537011968381,420.7345200765168,1481.7011305123349,9.47,25169,8,4,729,39,5.35,0.82,4.53,7.301620791492385,Oldham
E01005337,Oldham 010B,0.2275824695762589,78.16919564296954,343.47634854527496,39.347,4470,2,1,847,86,10.15,0.83,9.33,5.8420254336564685,Oldham
E01005338,Oldham 017E,0.3805274950028756,382.49407933865984,1005.1680479376909,45.013,3057,1,1,585,85,14.53,0.85,13.68,6.91390438237282,Oldham
E01005339,Oldham 010C,1.6985059335302963,611.1576958046617,359.820759963074,10.671,23688,8,4,715,32,4.48,0.56,3.92,5.888381325233497,Oldham
E01005340,Oldham 010D,0.3854410492543784,534.9876136150523,1387.9881622623388,44.716,3113,1,1,589,63,10.7,0.34,10.36,7.23633082022871,Oldham
E01005392,Oldham 008B,0.31958077744471897,102.2997141109357,320.10596797747473,41.804,3781,2,1,635,73,11.5,1.42,10.08,5.771771186962845,Oldham
E01005448,Oldham 012A,0.2861071065455846,162.34852233556677,567.439670743377,69.837,283,1,1,490,77,15.71,1.02,14.69,6.342895187495038,Oldham
E01005121,Manchester 041B,0.17039935783929225,0.0,0.0,50.859,2046,1,1,626,64,10.22,3.19,7.03,0.0,Manchester
E01005122,Manchester 041C,0.3752606746602012,1513.8307609906033,4034.0778110079827,42.493,3597,2,1,717,63,8.79,2.93,5.86,8.302780864534963,Manchester
E01005123,Manchester 041D,0.24115436606953758,0.0,0.0,56.6,1270,1,1,672,80,11.9,2.53,9.38,0.0,Manchester
E01005124,Manchester 041E,0.27398891050797963,0.0,0.0,47.399,2592,1,1,716,84,11.73,3.77,7.96,0.0,Manchester
E01005125,Manchester 040A,0.26668868505957116,0.0,0.0,41.816,3777,2,1,703,86,12.23,5.41,6.83,0.0,Manchester
E01005126,Manchester 045A,0.24119747832369745,0.0,0.0,24.248,11219,4,2,1007,64,6.36,2.18,4.17,0.0,Manchester
E01005128,Manchester 055A,0.16068052210849942,403.90060359268114,2513.687398401329,27.842,9126,3,2,635,130,20.47,1.1,19.37,7.829903779938345,Manchester
E01005129,Manchester 061A,0.37667740757218854,60.48223517779091,160.56772708408258,60.047,919,1,1,824,152,18.45,3.4,15.05,5.0849244175044666,Manchester
E01005130,Manchester 054A,0.37774771531999873,0.0,0.0,68.324,335,1,1,635,110,17.32,2.83,14.49,0.0,Manchester
E01005132,Manchester 061B,0.4074597294952349,951.241090027666,2334.5646727004723,67.227,385,1,1,907,159,17.53,4.85,12.68,7.756008970717182,Manchester
E01005135,Manchester 002B,0.33798618518784157,812.5497944430374,2404.091735262638,56.359,1305,1,1,730,61,8.36,0.41,7.95,7.785343325372763,Manchester
E01005136,Manchester 002C,0.3460221557413065,55.900933625729095,161.55304710465367,44.513,3159,1,1,664,48,7.23,1.81,5.42,5.091004392219579,Manchester
E01005138,Manchester 002D,0.42089673946351275,0.0,0.0,73.414,140,1,1,1003,64,6.38,1.0,5.38,0.0,Manchester
E01005139,Manchester 003B,0.3688088418503667,580.2704383551581,1573.3636846770223,32.161,7020,3,2,924,60,6.49,1.84,4.65,7.36160645989694,Manchester
E01005141,Manchester 003C,0.6465387335227004,0.0,0.0,71.241,223,1,1,625,59,9.44,1.28,8.16,0.0,Manchester
E01005142,Manchester 058A,0.2804978861076858,0.0,0.0,67.29,381,1,1,683,101,14.79,1.46,13.32,0.0,Manchester
E01005143,Manchester 056A,0.122410523641062,0.0,0.0,44.631,3128,1,1,1005,165,16.42,1.09,15.32,0.0,Manchester
E01005145,Manchester 008A,0.1826524910748915,0.0,0.0,33.365,6521,2,1,889,108,12.15,1.01,11.14,0.0,Manchester
E01005147,Manchester 058B,0.5435069409903718,62.294713721943566,114.61622478717732,49.26,2288,1,1,935,154,16.47,1.5,14.97,4.750276299219994,Manchester
E01005149,Manchester 008C,0.1334751760474539,0.0,0.0,30.785,7656,3,2,685,98,14.31,0.0,14.31,0.0,Manchester
E01005150,Manchester 029A,0.27407602699759126,796.7656330783327,2907.0971358079964,26.297,9992,4,2,1160,130,11.21,6.38,4.83,7.975254241055652,Manchester
E01005151,Manchester 029B,0.22470940202634496,0.0,0.0,22.144,12663,4,2,804,86,10.7,5.97,4.73,0.0,Manchester
E01005152,Manchester 029C,0.21778467385594924,0.0,0.0,12.086,22064,7,4,860,87,10.12,5.93,4.19,0.0,Manchester
E01005153,Manchester 037B,0.1399088328615578,0.0,0.0,19.119,15142,5,3,945,87,9.21,5.08,4.13,0.0,Manchester
E01005154,Manchester 033A,0.10472923155718282,594.3367272647723,5674.984132202486,17.125,16876,6,3,889,88,9.9,4.72,5.17,8.643999242680973,Manchester
E01005155,Manchester 037C,0.30875240469049514,253.256047394887,820.2561131426984,9.583,25023,8,4,909,82,9.02,5.28,3.74,6.710835013476076,Manchester
E01005156,Manchester 033B,0.28107524308972065,1823.570598978619,6487.8378434650185,14.553,19392,6,3,914,95,10.39,6.24,4.16,8.777838724859862,Manchester
E01005157,Manchester 037D,0.9439534029847235,2926.3972442863105,3100.15010808078,8.147,26894,9,5,799,65,8.14,4.76,3.38,8.03952832427549,Manchester
E01005158,Manchester 033C,0.36449278860806295,1628.9250506955173,4469.018596818088,33.122,6619,3,2,774,84,10.85,4.65,6.2,8.405147847960949,Manchester
E01005159,Manchester 029D,0.21869608097095353,356.32956704193674,1629.336773937267,15.003,18913,6,3,960,111,11.56,7.29,4.27,7.396541882237412,Manchester
E01005160,Manchester 004B,3.3737465607383537,8659.743531144542,2566.8032186891164,33.376,6518,2,1,810,50,6.17,0.99,5.19,7.850806033637433,Manchester
E01005161,Manchester 004C,0.34555142692605373,0.0,0.0,29.328,8341,3,2,695,90,12.95,1.29,11.65,0.0,Manchester
E01005162,Manchester 004D,0.33441142479435604,0.0,0.0,31.554,7262,3,2,709,73,10.3,1.41,8.89,0.0,Manchester
E01005163,Manchester 004E,0.20501913485201748,12.479681093752255,60.87081141357889,35.442,5738,2,1,638,61,9.56,1.1,8.46,4.1250485242714925,Manchester
E01005164,Manchester 006A,0.6547018739351447,204.20852080264783,311.91070154608553,47.147,2631,1,1,765,103,13.46,1.44,12.03,5.745917851259966,Manchester
E01005165,Manchester 008D,0.3944025781341122,0.0,0.0,54.283,1550,1,1,828,133,16.06,1.45,14.61,0.0,Manchester
E01005166,Manchester 008E,0.2452220723395539,42.27741229795251,172.40459594278224,52.348,1825,1,1,682,97,14.22,1.47,12.76,5.15562756885553,Manchester
E01005167,Manchester 008F,0.37953249058069266,0.0,0.0,44.468,3171,1,1,795,86,10.82,1.13,9.69,0.0,Manchester
E01005168,Manchester 045B,0.3344009935626723,1485.726600608245,4442.949121590439,18.905,15323,5,3,700,46,6.57,2.57,4.0,8.399298701906952,Manchester
E01005169,Manchester 045C,0.8292181571878001,529.9612848277236,639.1096000900747,10.281,24162,8,4,739,44,5.95,2.17,3.79,6.461639411832827,Manchester
E01005170,Manchester 045D,0.6495819556997033,1309.8083917299145,2016.386662586774,12.246,21889,7,4,756,38,5.03,2.12,2.91,7.609558221409615,Manchester
E01005171,Manchester 045E,0.5424344926076049,1405.3452384158772,2590.8109782253446,30.61,7736,3,2,910,50,5.49,1.32,4.18,7.8601121297456205,Manchester
E01005172,Manchester 043A,0.3634691502066389,274.07689849249294,754.0582146701452,16.295,17660,6,3,867,75,8.65,3.23,5.42,6.626794851799918,Manchester
E01005173,Manchester 043B,0.8739857072515826,226.0500072208971,258.6426818486027,11.65,22586,7,4,889,85,9.56,4.05,5.51,5.559306385216078,Manchester
E01005174,Manchester 043C,0.24942599432786214,0.0,0.0,9.246,25466,8,4,797,63,7.9,3.51,4.39,0.0,Manchester
E01005175,Manchester 043D,0.2265532483600941,204.0939090092212,900.8650747078452,20.506,13928,5,3,821,54,6.58,1.95,4.63,6.804464924292631,Manchester
E01005176,Manchester 043E,0.2540179201951151,498.1153237491998,1960.9456032337785,16.205,17748,6,3,1129,105,9.3,2.48,6.82,7.581691914579786,Manchester
E01005177,Manchester 043F,0.1389527378630227,0.0,0.0,14.628,19308,6,3,655,53,8.09,2.14,5.95,0.0,Manchester
E01005178,Manchester 030A,0.24363612799204545,0.0,0.0,38.937,4589,2,1,874,158,18.08,6.29,11.78,0.0,Manchester
E01005180,Manchester 030C,0.5904977803649882,0.0,0.0,52.266,1835,1,1,703,115,16.36,5.12,11.24,0.0,Manchester
E01005181,Manchester 030D,0.45225430725263877,694.7351705070596,1536.160428692094,28.985,8502,3,2,917,74,8.07,3.16,4.91,7.337692115900391,Manchester
E01005182,Manchester 030E,0.15653721460950382,0.0,0.0,39.421,4451,2,1,540,86,15.93,4.07,11.85,0.0,Manchester
E01005183,Manchester 030F,0.2555531293621403,547.5477735335713,2142.5985856649404,53.878,1617,1,1,645,70,10.85,3.1,7.75,7.670241277826179,Manchester
E01005184,Manchester 032A,0.38783216063294645,748.3747231470619,1929.6355462778174,23.871,11452,4,2,854,108,12.65,4.68,7.96,7.565604526281593,Manchester
E01005185,Manchester 032B,0.1976852048569101,1112.0550275720611,5625.383186248038,23.364,11792,4,2,731,124,16.96,7.93,9.03,8.635222096621655,Manchester
E01005186,Manchester 020B,0.7072077275008164,2.907149391738735,4.110743249387612,51.482,1954,1,1,1095,108,9.86,2.1,7.76,1.631344843616797,Manchester
E01005187,Manchester 021A,0.1549511915414084,0.0,0.0,49.127,2302,1,1,810,85,10.49,2.22,8.27,0.0,Manchester
E01005188,Manchester 021B,0.6583254352075595,1666.2261853278624,2531.0068489189207,42.431,3610,2,1,771,82,10.64,2.72,7.91,7.83676748820469,Manchester
E01005189,Manchester 017D,0.39926169784648097,15.038233728265297,37.665104890796734,66.578,429,1,1,497,57,11.47,2.82,8.65,3.6549375108672697,Manchester
E01005190,Manchester 017E,0.18660169532208537,452.65740465306317,2425.794706054252,48.8,2356,1,1,923,112,12.13,3.36,8.78,7.794326614614573,Manchester
E01005191,Manchester 021C,0.13288792450652698,232.43962303699658,1749.1402917168743,54.735,1499,1,1,685,87,12.7,2.77,9.93,7.467451230399739,Manchester
E01005192,Manchester 021D,0.6599008901682806,1021.8222003974207,1548.4479800244656,44.788,3101,1,1,742,62,8.36,2.29,6.06,7.345654004559997,Manchester
E01005193,Manchester 021E,0.27452710034359257,153.83355701928048,560.3583647178931,38.916,4600,2,1,766,75,9.79,4.44,5.35,6.330359497867774,Manchester
E01005195,Manchester 023A,0.37226514256618176,184.72291152924026,496.21329103194233,59.023,1009,1,1,858,100,11.66,2.8,8.86,6.20901909104102,Manchester
E01005197,Manchester 023C,0.3404024587914422,415.49351319089874,1220.5949236267513,61.165,822,1,1,637,57,8.95,2.35,6.59,7.107912598383961,Manchester
E01005198,Manchester 023D,0.27683009430532374,0.0,0.0,51.9,1889,1,1,726,81,11.16,1.52,9.64,0.0,Manchester
E01005199,Manchester 064C,0.09177317237650648,340.18205589512496,3706.7701495541855,38.657,4679,2,1,1019,125,12.27,4.02,8.24,8.218185937049807,Manchester
E01005200,Manchester 064A,0.6705030797683119,909.8869010647945,1357.0212106694576,39.75,4338,2,1,981,80,8.15,3.57,4.59,7.2137839270463395,Manchester
E01005201,Manchester 023E,0.16438038427414361,515.8755041332264,3138.303310405216,54.271,1552,1,1,738,86,11.65,2.98,8.67,8.051756178617124,Manchester
E01005202,Manchester 009A,0.8208489067703102,292.5933716360916,356.4521670465781,77.768,49,1,1,692,80,11.56,1.45,10.12,5.879001554711138,Manchester
E01005203,Manchester 009B,0.625930982226432,1380.9124857054833,2206.1737234887905,75.035,100,1,1,651,77,11.83,1.54,10.29,7.6994681179249955,Manchester
E01005205,Manchester 006B,0.3978788762517959,566.3615855226489,1423.4522597883015,68.922,311,1,1,704,89,12.64,1.56,11.08,7.261542639714242,Manchester
E01005206,Manchester 006C,0.36285185036569506,418.34995001915377,1152.9497495948435,41.67,3822,2,1,710,64,9.01,1.41,7.61,7.0509459015747575,Manchester
E01005207,Manchester 006D,0.2498808037027486,0.0,0.0,42.353,3633,2,1,747,58,7.76,1.61,6.16,0.0,Manchester
E01005208,Manchester 019A,0.4622121228134025,1704.4086429983995,3687.503115720914,22.867,12142,4,2,1266,263,20.77,4.98,15.8,8.21297599503619,Manchester
E01005210,Manchester 019C,0.2074512928249945,348.74595689647896,1681.0980165386597,28.539,8745,3,2,516,97,18.8,2.71,16.09,7.427797112639238,Manchester
E01005212,Manchester 057A,0.34354823095045156,2263.9156424386097,6589.8043956603115,28.495,8768,3,2,872,173,19.84,4.24,15.6,8.793430683121864,Manchester
E01005213,Manchester 059A,0.2330897105833775,359.2485081107664,1541.2456740867642,56.778,1247,1,1,1027,202,19.67,5.36,14.31,7.340994863149367,Manchester
E01005214,Manchester 019D,0.25666322962216176,1668.9983402462328,6502.678013921953,22.629,12301,4,2,1223,252,20.61,5.56,15.04,8.780123144147632,Manchester
E01005215,Manchester 034C,0.2662416650078979,8.295026873463232,31.15600585361861,28.715,8642,3,2,836,73,8.73,2.75,5.98,3.4705992405038435,Manchester
E01005216,Manchester 034D,0.34096645062175635,945.3224678043425,2772.479421598623,27.632,9230,3,2,788,85,10.79,5.46,5.33,7.927857919817006,Manchester
E01005217,Manchester 034E,0.3290311836296442,319.38619482552633,970.6867030117905,23.206,11929,4,2,874,88,10.07,2.97,7.09,6.879033430499207,Manchester
E01005218,Manchester 034F,0.18327398227055597,647.4294528219608,3532.576991022114,29.214,8394,3,2,655,69,10.53,5.65,4.89,8.170065948777676,Manchester
E01005219,Manchester 031A,0.22622888382805934,26.440970953865396,116.87707823357037,45.909,2867,1,1,1022,103,10.08,4.11,5.97,4.769642371623824,Manchester
E01005220,Manchester 031B,0.18413391991496222,0.0,0.0,41.89,3755,2,1,845,85,10.06,3.31,6.75,0.0,Manchester
E01005221,Manchester 031C,0.22298158890055336,49.39335892142928,221.51317140115108,36.122,5487,2,1,1127,115,10.2,3.73,6.48,5.404986297162748,Manchester
E01005222,Manchester 031D,0.5673459673441374,2283.9631904986304,4025.6974085677025,42.895,3498,2,1,923,101,10.94,5.31,5.63,8.300701817369625,Manchester
E01005223,Manchester 007A,0.20509084650012385,106.79861483573487,520.7380858690365,43.913,3272,1,1,691,57,8.25,1.45,6.8,6.257165710754637,Manchester
E01005224,Manchester 007B,0.30025956981996604,116.16194068035217,386.8717348459609,41.966,3736,2,1,799,69,8.64,1.0,7.63,5.960674704675648,Manchester
E01005225,Manchester 007C,0.2869694078379314,0.0,0.0,52.35,1824,1,1,763,72,9.44,1.97,7.47,0.0,Manchester
E01005226,Manchester 007D,0.20548331998045025,0.0,0.0,44.843,3085,1,1,705,46,6.52,1.42,5.11,0.0,Manchester
E01005227,Manchester 009D,0.13224033414482486,0.0,0.0,57.597,1155,1,1,693,58,8.37,2.31,6.06,0.0,Manchester
E01005228,Manchester 009E,0.386958740681778,222.93501910285383,576.1209029936041,69.965,278,1,1,841,74,8.8,1.31,7.49,6.358051781808849,Manchester
E01005229,Manchester 007E,0.37316852383098525,0.0,0.0,19.807,14521,5,3,737,50,6.78,1.22,5.56,0.0,Manchester
E01005230,Manchester 022B,0.2298693959319227,8.66010495722241,37.67402320832285,46.806,2693,1,1,811,149,18.37,3.21,15.17,3.655168139729654,Manchester
E01005231,Manchester 022C,0.14422319446299484,0.0,0.0,23.273,11869,4,2,777,227,29.21,7.08,22.14,0.0,Manchester
E01005232,Manchester 020C,0.8908819705417127,487.2822271390875,546.9660889453056,44.073,3239,1,1,700,88,12.57,1.86,10.71,6.306213403546609,Manchester
E01005233,Manchester 063B,0.07071128319216412,0.0,0.0,42.049,3706,2,1,859,92,10.71,2.44,8.27,0.0,Manchester
E01005235,Manchester 020D,0.3917655705196807,53.632799415025374,136.90023690412858,52.631,1779,1,1,661,88,13.31,2.27,11.04,4.92653050273925,Manchester
E01005236,Manchester 022D,0.14373291553035372,0.0,0.0,43.953,3265,1,1,734,113,15.4,3.68,11.72,0.0,Manchester
E01005237,Manchester 022E,0.1824101769418603,27.86234321056408,152.74555223662034,40.543,4095,2,1,667,75,11.24,1.65,9.6,5.0352989777258825,Manchester
E01005238,Manchester 063D,0.19815565575808608,4.603171276767344,23.230077683914423,41.445,3868,2,1,789,92,11.66,3.68,7.98,3.1875947409278935,Manchester
E01005239,Manchester 020E,0.13798776082422837,0.0,0.0,58.28,1086,1,1,573,96,16.75,1.57,15.18,0.0,Manchester
E01005243,Manchester 024B,0.29400766784829413,433.89753084138005,1475.803451035393,52.565,1792,1,1,1097,189,17.23,4.28,12.94,7.2976352005791405,Manchester
E01005244,Manchester 025C,0.22809619675806972,0.22442968955768725,0.9839256101044449,29.599,8203,3,2,885,204,23.05,4.18,18.87,0.6850775132526956,Manchester
E01005245,Manchester 024C,0.36115488071908064,600.9286530620968,1663.9084369166283,56.313,1308,1,1,868,153,17.63,4.15,13.48,7.417525408059516,Manchester
E01005246,Manchester 024D,0.05854715228177772,23.861407974591927,407.5588144706157,60.487,876,1,1,680,104,15.29,2.5,12.79,6.0126358806086655,Manchester
E01005247,Manchester 005A,0.2226277590394891,0.4408036992679474,1.9800033076277737,24.667,10970,4,2,704,47,6.68,3.12,3.55,1.0919244104589032,Manchester
E01005248,Manchester 005B,0.4293650388343756,480.5425826114241,1119.193551286764,22.542,12360,4,2,617,34,5.51,2.27,3.24,7.021256763007478,Manchester
E01005249,Manchester 005C,0.7021214127420881,0.0,0.0,31.737,7182,3,2,1009,53,5.25,0.99,4.26,0.0,Manchester
E01005250,Manchester 005D,0.30940782080295076,0.0,0.0,43.227,3419,2,1,779,60,7.7,1.16,6.55,0.0,Manchester
E01005341,Oldham 028B,0.18980545768658977,401.02596441186694,2112.8263080508905,27.055,9556,3,2,695,56,8.06,1.73,6.33,7.656255000354024,Oldham
E01005342,Oldham 027A,0.23273760674868987,0.0,0.0,49.776,2215,1,1,598,51,8.53,0.84,7.69,0.0,Oldham
E01005343,Oldham 027B,0.17530543371086932,0.0,0.0,39.165,4518,2,1,588,86,14.63,0.85,13.78,0.0,Oldham
E01005344,Oldham 027C,0.24012589827988498,0.0,0.0,44.628,3129,1,1,823,100,12.15,1.09,11.06,0.0,Oldham
E01005345,Oldham 028C,0.5452932928914953,505.51184281538167,927.0457740912843,16.53,17439,6,3,704,34,4.83,0.28,4.55,6.833081057099138,Oldham
E01005346,Oldham 028D,0.44487049005355145,1074.0696810875609,2414.342387507585,23.368,11788,4,2,640,44,6.88,0.94,5.94,7.789596331402955,Oldham
E01005347,Oldham 028E,0.5821759230934974,2182.4952613213536,3748.858677844781,21.506,13170,5,3,667,55,8.25,0.9,7.35,8.229473432346266,Oldham
E01005348,Oldham 014A,0.27408861916276966,246.01949742064295,897.5910717202831,50.909,2037,1,1,717,110,15.34,0.56,14.78,6.800828060820266,Oldham
E01005349,Oldham 016A,0.25642853960926715,953.1647763292351,3717.0775834141527,46.541,2746,1,1,672,85,12.65,0.3,12.35,8.220962035038974,Oldham
E01005350,Oldham 014B,0.46326042454748456,988.9627933936857,2134.787996103294,75.624,86,1,1,652,121,18.56,1.53,17.02,7.666590942393574,Oldham
E01005393,Oldham 008C,0.2876372793244332,0.0,0.0,13.302,20733,7,4,557,45,8.08,0.9,7.18,0.0,Oldham
E01005394,Oldham 004B,1.9384570599280864,0.0,0.0,15.163,18747,6,3,665,28,4.21,0.45,3.76,0.0,Oldham
E01005395,Oldham 004C,0.35232299301115466,0.0,0.0,15.778,18161,6,3,709,43,6.06,0.85,5.22,0.0,Oldham
E01005396,Oldham 004D,0.5784162535760156,0.0,0.0,21.19,13407,5,3,628,22,3.5,0.64,2.87,0.0,Oldham
E01005397,Oldham 009A,1.2367321180073734,503.46013209567127,407.0890735067573,21.883,12856,4,2,661,65,9.83,1.36,8.47,6.011485467994905,Oldham
E01005398,Oldham 009B,0.5581035489540805,1980.2583030583949,3548.1915618876055,21.362,13262,5,3,778,96,12.34,0.64,11.7,8.17447512748952,Oldham
E01005399,Oldham 005C,0.24261463865191765,0.0,0.0,15.819,18121,6,3,722,51,7.06,0.42,6.65,0.0,Oldham
E01005400,Oldham 009C,0.38588795290681,1046.8615887308795,2712.8641380097483,42.253,3658,2,1,548,66,12.04,0.55,11.5,7.9061287794548845,Oldham
E01005401,Oldham 008D,0.4595270879163525,1570.6866201603345,3418.050124710485,11.674,22557,7,4,764,71,9.29,0.52,8.77,8.137118050166665,Oldham
E01005402,Oldham 009D,0.3224864400068897,6.96703331608283,21.60411245798113,21.33,13289,5,3,731,107,14.64,0.27,14.36,3.11813185689153,Oldham
E01005403,Oldham 005D,0.8010429636336298,59.638319970778795,74.45083806772612,15.561,18386,6,3,882,58,6.58,0.23,6.35,4.323481292742972,Oldham
E01005406,Oldham 021A,1.4405572639773365,0.0,0.0,7.963,27103,9,5,700,28,4.0,0.71,3.29,0.0,Oldham
E01005407,Oldham 013A,3.3721488655967127,176.77838275944677,52.42306606418612,8.095,26952,9,5,894,26,2.91,1.12,1.79,3.9782426014706664,Oldham
E01005408,Oldham 020C,0.9181505879488578,1070.403013137233,1165.825113207743,7.449,27745,9,5,961,40,4.16,0.73,3.43,7.062041760908795,Oldham
E01005409,Oldham 020D,25.701542498052426,674.2228607987183,26.23277808519892,9.539,25072,8,4,796,46,5.78,0.38,5.4,3.304421324441611,Oldham
E01005410,Oldham 006A,12.59612456123637,0.0,0.0,8.053,27011,9,5,750,29,3.87,0.4,3.47,0.0,Oldham
E01005411,Oldham 006B,1.9133197644296034,881.0344758791656,460.47424599819493,10.166,24294,8,4,693,28,4.04,0.29,3.75,6.134426247398091,Oldham
E01005412,Oldham 013B,1.667914609389091,1252.8625525543616,751.1550924140229,6.963,28377,9,5,816,51,6.25,0.74,5.51,6.622942542597578,Oldham
E01005413,Oldham 021B,0.48677797633324177,29.280163976376315,60.15096286182738,6.069,29371,9,5,804,29,3.61,0.62,2.99,4.113345607909909,Oldham
E01005414,Oldham 006C,18.470458428370073,0.0,0.0,12.962,21087,7,4,698,31,4.44,0.86,3.58,0.0,Oldham
E01005415,Oldham 006D,1.1486296682997708,0.0,0.0,13.78,20180,7,4,463,30,6.48,0.86,5.62,0.0,Oldham
E01005416,Oldham 013C,4.184681056019697,501.9716705082714,119.95458286747593,9.101,25651,8,4,778,29,3.73,0.77,2.96,4.795415126933294,Oldham
E01005417,Oldham 013D,2.39982071115149,0.0,0.0,9.851,24694,8,4,718,18,2.51,0.7,1.81,0.0,Oldham
E01005418,Oldham 018D,0.2810114248597565,0.0,0.0,8.544,26366,9,5,721,36,4.99,0.69,4.3,0.0,Oldham
E01005419,Oldham 021C,0.23956431046220975,581.652071320697,2427.9579466510318,10.015,24510,8,4,701,37,5.28,0.43,4.85,7.795217615822671,Oldham
E01005420,Oldham 021D,0.45306894501184397,354.89757641204443,783.3191400985711,18.46,15730,5,3,738,25,3.39,0.41,2.98,6.664816003973596,Oldham
E01005421,Oldham 011A,0.5027049197785768,0.0,0.0,35.984,5546,2,1,722,98,13.57,0.42,13.16,0.0,Oldham
E01005422,Oldham 011B,0.47010985298299934,0.0,0.0,56.69,1260,1,1,555,75,13.51,1.08,12.43,0.0,Oldham
E01005427,Oldham 022C,0.2825892056880145,1185.1627566484735,4193.942064287206,56.077,1346,1,1,619,83,13.41,0.48,12.92,8.341634808147347,Oldham
E01005428,Oldham 019A,0.32932658738991133,530.1187249711883,1609.705214427604,53.274,1682,1,1,654,108,16.51,0.31,16.21,7.3844273834587515,Oldham
E01005449,Oldham 012B,0.3918200063415382,106.61858277466527,272.1111251315966,42.107,3689,2,1,602,59,9.8,0.66,9.14,5.6098787641259555,Oldham
E01005450,Oldham 019C,0.1700285324042508,3.4224554417922715,20.12871247782827,41.528,3852,2,1,610,70,11.48,0.16,11.31,3.0506328963984406,Oldham
E01005451,Oldham 019D,0.29194279637828774,756.6446444581293,2591.7565147855184,24.079,11338,4,2,597,36,6.03,0.5,5.53,7.860476880159974,Oldham
E01005452,Oldham 007C,0.8963946831126098,0.0,0.0,12.39,21723,7,4,643,20,3.11,0.16,2.95,0.0,Oldham
E01005453,Oldham 007D,0.7270236527661932,0.0,0.0,9.82,24733,8,4,859,34,3.96,0.81,3.14,0.0,Oldham
E01005454,Oldham 012C,0.4485318597404671,173.92106499374012,387.75632369655,18.374,15814,5,3,695,45,6.47,0.58,5.9,5.9629527301046785,Oldham
E01005455,Oldham 012D,0.17793143393417687,0.0,0.0,19.947,14395,5,3,794,60,7.56,0.38,7.18,0.0,Oldham
E01005456,Oldham 012E,0.2227427706996893,0.0,0.0,62.369,716,1,1,641,93,14.51,0.94,13.57,0.0,Oldham
E01005459,Oldham 024D,0.27247772631920536,599.2528319704045,2199.2727261250884,58.548,1057,1,1,425,64,15.06,0.24,14.82,7.6963365980837,Oldham
E01005460,Oldham 036C,0.24196559813772792,0.0,0.0,39.939,4278,2,1,830,86,10.36,0.84,9.52,0.0,Oldham
E01005461,Oldham 037A,0.18463746059168498,0.0,0.0,46.269,2806,1,1,773,85,11.0,0.13,10.87,0.0,Oldham
E01005462,Oldham 037C,0.33222405637374053,0.0,0.0,35.44,5739,2,1,799,72,9.01,0.38,8.64,0.0,Oldham
E01005463,Oldham 036D,0.12208883370178751,0.0,0.0,50.26,2140,1,1,526,31,5.89,0.0,5.89,0.0,Oldham
E01005464,Rochdale 016A,0.44823840976284574,36.14227919539108,80.63182094214832,52.046,1865,1,1,716,90,12.57,1.68,10.89,4.402219148480764,Rochdale
E01005465,Rochdale 016B,0.5720153285943369,258.59687874568095,452.0803304015534,29.03,8480,3,2,862,60,6.96,0.7,6.26,6.116069439566717,Rochdale
E01005466,Rochdale 016C,0.36739960352672923,0.0,0.0,66.643,424,1,1,857,101,11.79,2.8,8.98,0.0,Rochdale
E01005467,Rochdale 016D,1.4493021528144248,134.9096794911189,93.08595811379669,57.277,1185,1,1,770,60,7.79,1.56,6.23,4.544208812436245,Rochdale
E01005468,Rochdale 016E,2.0494427171020866,1689.7572827230113,824.4959806011701,12.556,21545,7,4,1180,23,1.95,0.25,1.69,6.715984394300685,Rochdale
E01005469,Rochdale 012A,0.2505052796895055,52.48647825287294,209.52244327116983,27.713,9190,3,2,796,90,11.31,0.75,10.55,5.349592266304464,Rochdale
E01005470,Rochdale 015A,0.16384683574399622,60.298914694483884,368.0200134514553,42.015,3716,2,1,577,81,14.04,0.17,13.86,5.910850879565569,Rochdale
E01005471,Rochdale 015B,0.46053929259189924,1369.8408072140564,2974.4276530774164,37.456,5064,2,1,555,69,12.43,0.9,11.53,7.998143056582427,Rochdale
E01005472,Rochdale 010A,0.4744456748755031,152.77006889836298,321.9969682270802,46.725,2709,1,1,603,83,13.76,1.16,12.6,5.777642936884735,Rochdale
E01005473,Rochdale 010B,0.33288692812478293,611.2751697062108,1836.2846902689848,42.769,3526,2,1,538,42,7.81,0.74,7.06,7.516044048857605,Rochdale
E01005474,Rochdale 011A,0.9206041052867048,15.857893348610126,17.225529690280368,28.267,8895,3,2,483,25,5.18,0.0,5.18,2.90282334141094,Rochdale
E01005475,Rochdale 015C,0.25291803325312545,699.0208077034632,2763.8235151222657,47.04,2655,1,1,566,62,10.95,0.35,10.6,7.924732083753785,Rochdale
E01005476,Rochdale 017A,1.2668461758858356,0.0,0.0,27.659,9217,3,2,837,69,8.24,0.6,7.65,0.0,Rochdale
E01005477,Rochdale 017B,0.45168870554488405,1483.6364264553758,3284.6436234566145,45.618,2929,1,1,771,91,11.8,1.43,10.38,8.09731783972021,Rochdale
E01005478,Rochdale 017C,1.636105666859383,489.141673317461,298.9670430372642,27.566,9260,3,2,659,55,8.35,0.46,7.89,5.703672612079076,Rochdale
